address,categories,city,country,name,reviews.rating,reviews.text
135 Route 28,Hotels,West Yarmouth,US,Tidewater Inn,4,"Was a very pleasant stay...management was very helpful in placing us in a handicapped room. Everything was clean though a bit dated, and our keys were tricky to open the doors, especially the outside ones. The grounds were beautiful and we did enjoy everything from the pools, to the marsh land, to the diner and to sitting outside on our... More"
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,4,We stayed for 3 nights and the first night was great. Room could have been a little cleaner especially the carpet and corners of room. Lots of dust so allergies became a problem. BIG NOTE! This is a dog friendly hotel! I love dogs and have 2 of my own but do not bring them to hotels. The 2nd night a dog actually 2 dogs started barking at 4:00 am. We were woken up until 6:00! The hotel usually has the 1st floor reserved for barking dogs but these people ended up on the 2nd floor. The Hotel kindly gave us credit for the one night. Not sure if I would stay there again.
10 Calle Y Avenida Circunvalacion,"Hotel,Hotels",Annapolis,US,Hilton Princess San Pedro Sula,3,"Hilton has a hard time with big the bigger picture of customer service. The company I work for have many employees that visit the location. Instead of looking at our employees as a whole, they see us as individuals. They should offer hospitality to all in our company that stay with them"
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,3,I pay for the full three days for 1278.39 on the booking.When I check out they have charge me anther 15.00 a day for Business center which I never did use That's not right . Room is nice Clean and nice Location is very good
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,4,"While I wouldn't choose the spot for a long term stay, it's location was perfect for an on-the-way hotel, right on the Interstate. Loved the massive room and comfortable bed."
14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,Jacksonville Plaza Hotel and Suites,3,"After a 13 hour drive from PA to FL, we checked into the Jacksonville Plaza Hotel Suites. The bedroom was clean and the beds were super comfortable, but the bathroom, on the other hand, was not so clean as I found hair on the wall and floor in numerous places. They were accomindating in providing a roll-a-way bed with... More"
200 Eastlight Ct,"Travel & Transport,Hotels & Motels,Hotel",East Peoria,US,Fairfield Inn & Suites Peoria East,5,very clean and friendly! breakfast bar was stocked well! eco friendly energy set up with nice demo instructions at front desk.
18980 Upper Belmont Pl,"Conference & Convention Centers,Wholesale Copiers,Conventions,Hotels & Motels,Lodging,Meeting Room,Resorts,Convention Center,Resort",Leesburg,US,The National Conference Center,5,"My family through a wedding at the National Conference Center a couple of weeks ago and I wanted to thank the National Conference Center for helping make it an amazing experience for the bride, her guests and her family. We initially picked the location for a it's beautiful outdoor setting however once we met the Event Coordinator Rachel and her... More"
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,5,"This hotel was perfect! The staff was very friendly, the complimentary hot breakfast was the best I have ever had, and the location is great. You are minutes walk from Bourbon Street without having to hear all the craziness once you decide you want to sleep. Its across from Armstrong Park if you want to take a stroll. Canal street... More"
4691 Castleton Way,Hotels,Castle Rock,US,Days Inn & Suites Castle Rock,1,"In a word: disgusting. Had to exchange blood stained pillow (no apology from derelict front desk clerk). Unclean. Hallway smelled like smoke outside our smoke free room. Stayed two nights. Returned after day out for second night to find this hotel's maid service didn't take the trash, sink not cleaned, beds covers unevenly thrown over bed, NO towels, floor not... More"
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,4,"We were spending only 1 night to help out with my Dad. The hotel staff were friendly and helpful, Our room was on the first floor, which I normally do not like, was very spacious (desk, sitting chair, refrigerator, large TV King Bed). The bathroom had been refurbished with a nice vanity and new surround for tub and shower... More"
1100 N Mississippi Ave,"Bed & Breakfasts,Hotels,Inns,E-Commerce",Ada,US,Raintree Inn,4,"Was nice room very clean, friendly accommodating staff. Would recommend it to friends and would stay again. Great bed awesome hot water. Close to shopping locations and plenty of restaurants.the only disappointment was we couldn't get a late checkout for 3 of our rooms."
135 Route 28,Hotels,West Yarmouth,US,Tidewater Inn,3,Older hotel very friendly staff anything that we needed we just asked for and were taken care of
13600 N W 2nd St,Hotels,Fort Lauderdale,US,La Quinta Inn and Suites Sunrise,5,"Our stay was great. Not far from anything. Gas station across the street, mall close by, BBT Center is close, it's in a great location I'd say."
1118 Government St,"Bed & Breakfasts,Hotels,Hotels & Motels,Lodging,Bed & Breakfast & Inns,Motels",Mobile,US,Berney Fly Bed and Breakfast,4,"This is absolutely a Southern Gem,... I have been given a tour of this House prior to the Annex, and enjoyed the Pool on a Day Pass... The Host couldnt be better. Folks need to Remember they are practically staying in a Museum on Govt Blvd with Age old OAK rees n a Piece of History plumbing was integrated after... More"
525 Main Ave N,"Hotel,Lodging,Motels,Hotels",Harmony,US,Country Lodge Motel,4,"We checked into our hotel on a busy Friday night, in this quaint little hotel. We have stayed here several times before and always are reassured that we will have another beautiful weekend, with very comfortable accommodations. The hotel is only about 20 minutes from the college, located in the small town of Harmony. The same family has owned the... More"
3917 Ridgemont Dr,Hotels,Abilene,US,Hampton Inn Abilene,5,A great place to stay! Very clean and comfortable. We had three rooms booked and they were all very nice. The staff was very accommodating. We will definitely choose this hotel again.
2645 N W Inlet Ave,"Hotels,Lodging,Hotel,Motels",Lincoln City,US,Pelican Shores Inn,7.9,"Small bathroom, plus sink was in room so you woke up your partner to wash your hands to use the sink to brush teeth or use the mirror, etc. Room was a little small and the breakfast was minimal. It was evident it was just remodeled, so the cleaniness was a plus. Love the view, the noise of the ocean."
611 State Route 20,"Hotels,Hotel,Lodging,Bed & Breakfast & Inns,Motels",Winthrop,US,Mt Gardner Inn,5,"I ski in Winthrop every Christmas and love staying at the Mt Gardner Inn because it's comfortable and feels luxurious at a great price. This year, I took my 14 YO niece, and we stayed in Room 4 which was perfect for us - lots of room for 2 people and a table to play games and draw. I returned... More"
15490 S Rogers Rd,"Hotels & Motels,Family-Friendly Hotels,Extended Stay,Tourist Hotels,Weekend Getaway Hotels,Lodging",Olathe,US,Candlewood Suites Olathe,5,"Luckily got the last available room on Saturday night. It was clean, bright and comfortable. Would rate the sleep quality and Excellent + if that was an available option! Lots of dinner options near the property. Easy access to interstate. Located next to a Mall that had several shopping opportunities - in case you have a restless teenager on board... More"
5479 Westmoreland Plz,Hotels,Douglasville,US,Quality Inn Near Six Flags,3,"Had availability when most were all booked up. Nice staff, room was clean, needed some redecorating and a face lift but was ok for the money"
8040 Oliver Rd,"Hotel,Hotels",Erie,US,Solstice,4,"Just stayed 2 nights with the kids. Stayed on the first floor and everything went great! Price was good, breakfast was fine, room beds were good, we had a good stay so we will most likely return! We weren't expecting anything more than average but it did live up to our expectations as a family traveling together!"
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,5,"A find, located near the periphery of the Quarter, away from the hustle bustle yet walkable. I will stay here again and highly recommend the property to others. The staff is beyond courteous, they go out of their way to make your stay pleasurable."
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,4,Stayed here one week before Madrigal. The place is very appropriate for the area. Nice court yard. Rooms are nice a bit small. It is just 3 block from Bourbon Street and all the other great things that the French Quarter has to offer.
1050 Grand Ave,"Hotels & Motels,Hotels,Corporate Lodging,Lodging,Hotels-Apartment,Hotel",Carlsbad,US,Extended Stay America San Diego - Carlsbad Village By The Sea,3.3,"Overall, it was a pleasant experience. This is my first time staying at Extended Stay and"
